method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
tdivdm,TSB-U-OOD_068_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,none,ordered_per_window,per_sample_auroc,0.7885,0.5519,0.7915,351,,42,2026-08-24T11:49:26
driftlens,TSB-U-OOD_069_SEG_38269_367_UCR_id_65_Medical_tr_9567_,U,OOD,none,batch_level,batch_auroc,,,,4,,42,2026-08-24T11:50:58
ae_adwin_lstm,TSB-U-OOD_069_SEG_38269_367_UCR_id_65_Medical_tr_9567_,U,OOD,none,ordered_per_window,per_sample_auroc,0.5029,0.0484,0.9067,157,2.0,42,2026-08-24T11:50:58
tdivdm,TSB-U-OOD_069_SEG_38269_367_UCR_id_65_Medical_tr_9567_,U,OOD,none,ordered_per_window,per_sample_auroc,0.5162,0.0545,0.9267,157,,42,2026-08-24T11:51:04
driftlens,TSB-U-OOD_074_SEG_128001_472_UCR_id_170_Facility_tr_32,U,OOD,none,batch_level,batch_auroc,,,,20,,42,2026-08-24T11:57:17
ae_adwin_lstm,TSB-U-OOD_074_SEG_128001_472_UCR_id_170_Facility_tr_32,U,OOD,none,ordered_per_window,per_sample_auroc,0.9668,0.7785,0.1947,643,0.0,42,2026-08-24T11:57:17
tdivdm,TSB-U-OOD_074_SEG_128001_472_UCR_id_170_Facility_tr_32,U,OOD,none,ordered_per_window,per_sample_auroc,0.9895,0.8278,0.0612,643,,42,2026-08-24T11:57:52
driftlens,TSB-U-OOD_077_SEG_100000_222_LTDB_id_7_Medical_tr_3618,U,OOD,none,batch_level,batch_auroc,0.619,,,22,,42,2026-08-24T11:58:22
ae_adwin_lstm,TSB-U-OOD_077_SEG_100000_222_LTDB_id_7_Medical_tr_3618,U,OOD,none,ordered_per_window,per_sample_auroc,0.2171,0.9093,1.0,733,5.0,42,2026-08-24T11:58:24
tdivdm,TSB-U-OOD_077_SEG_100000_222_LTDB_id_7_Medical_tr_3618,U,OOD,none,ordered_per_window,per_sample_auroc,0.6335,0.9628,0.8857,733,,42,2026-08-24T11:58:29
driftlens,TSB-U-OOD_079_SEG_100000_224_LTDB_id_9_Medical_tr_4456,U,OOD,none,batch_level,batch_auroc,0.973,,,38,,42,2026-08-24T11:58:56
ae_adwin_lstm,TSB-U-OOD_079_SEG_100000_224_LTDB_id_9_Medical_tr_4456,U,OOD,none,ordered_per_window,per_sample_auroc,0.491,0.9682,0.9302,1240,5.0,42,2026-08-24T11:58:57
tdivdm,TSB-U-OOD_079_SEG_100000_224_LTDB_id_9_Medical_tr_4456,U,OOD,none,ordered_per_window,per_sample_auroc,0.6033,0.9767,0.7907,1240,,42,2026-08-24T11:59:04
driftlens,TSB-U-OOD_081_SEG_29950_464_UCR_id_162_Medical_tr_7487,U,OOD,none,batch_level,batch_auroc,,,,5,,42,2026-08-24T12:00:31
ae_adwin_lstm,TSB-U-OOD_081_SEG_29950_464_UCR_id_162_Medical_tr_7487,U,OOD,none,ordered_per_window,per_sample_auroc,0.9432,0.6511,0.2532,162,3.0,42,2026-08-24T12:00:31
tdivdm,TSB-U-OOD_081_SEG_29950_464_UCR_id_162_Medical_tr_7487,U,OOD,none,ordered_per_window,per_sample_auroc,0.9692,0.8608,0.2273,162,,42,2026-08-24T12:00:37
driftlens,TSB-U-OOD_082_SEG_1421_582_YAHOO_id_32_Synthetic_tr_50,U,OOD,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:00:42
ae_adwin_lstm,TSB-U-OOD_082_SEG_1421_582_YAHOO_id_32_Synthetic_tr_50,U,OOD,none,ordered_per_window,per_sample_auroc,0.2308,0.7795,1.0,32,3.0,42,2026-08-24T12:00:42
tdivdm,TSB-U-OOD_082_SEG_1421_582_YAHOO_id_32_Synthetic_tr_50,U,OOD,none,ordered_per_window,per_sample_auroc,0.7628,0.9415,0.6667,32,,42,2026-08-24T12:00:43
driftlens,TSB-U-OOD_085_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:00:50
ae_adwin_lstm,TSB-U-OOD_085_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,none,ordered_per_window,per_sample_auroc,0.7262,0.8742,1.0,20,3.0,42,2026-08-24T12:00:50
tdivdm,TSB-U-OOD_085_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,none,ordered_per_window,per_sample_auroc,0.5952,0.8203,0.8333,20,,42,2026-08-24T12:00:51
driftlens,TSB-U-OOD_086_SEG_6138_267_IOPS_id_8_WebService_tr_153,U,OOD,none,batch_level,batch_auroc,0.5,,,4,,42,2026-08-24T12:01:06
ae_adwin_lstm,TSB-U-OOD_086_SEG_6138_267_IOPS_id_8_WebService_tr_153,U,OOD,none,ordered_per_window,per_sample_auroc,0.637,0.7094,1.0,33,5.0,42,2026-08-24T12:01:06
tdivdm,TSB-U-OOD_086_SEG_6138_267_IOPS_id_8_WebService_tr_153,U,OOD,none,ordered_per_window,per_sample_auroc,0.8148,0.8329,0.9444,33,,42,2026-08-24T12:01:08
driftlens,TSB-U-OOD_088_SEG_9998_514_UCR_id_212_Medical_tr_2499_,U,OOD,none,batch_level,batch_auroc,1.0,,,11,,42,2026-08-24T12:01:44
ae_adwin_lstm,TSB-U-OOD_088_SEG_9998_514_UCR_id_212_Medical_tr_2499_,U,OOD,none,ordered_per_window,per_sample_auroc,0.8314,0.6624,0.5738,68,6.0,42,2026-08-24T12:01:45
tdivdm,TSB-U-OOD_088_SEG_9998_514_UCR_id_212_Medical_tr_2499_,U,OOD,none,ordered_per_window,per_sample_auroc,0.8337,0.7152,0.8361,68,,42,2026-08-24T12:01:49
driftlens,TSB-U-OOD_089_SEG_41790_470_UCR_id_168_Medical_tr_1044,U,OOD,none,batch_level,batch_auroc,0.1429,,,8,,42,2026-08-24T12:02:49
ae_adwin_lstm,TSB-U-OOD_089_SEG_41790_470_UCR_id_168_Medical_tr_1044,U,OOD,none,ordered_per_window,per_sample_auroc,0.6915,0.1715,0.7864,112,0.0,42,2026-08-24T12:02:49
tdivdm,TSB-U-OOD_089_SEG_41790_470_UCR_id_168_Medical_tr_1044,U,OOD,none,ordered_per_window,per_sample_auroc,0.699,0.1652,0.9709,112,,42,2026-08-24T12:02:53
driftlens,TSB-U-OOD_090_SEG_211502_416_UCR_id_114_Medical_tr_500,U,OOD,none,batch_level,batch_auroc,,,,27,,42,2026-08-24T12:11:14
ae_adwin_lstm,TSB-U-OOD_090_SEG_211502_416_UCR_id_114_Medical_tr_500,U,OOD,none,ordered_per_window,per_sample_auroc,0.6522,0.0482,0.7731,884,0.0,42,2026-08-24T12:11:14
tdivdm,TSB-U-OOD_090_SEG_211502_416_UCR_id_114_Medical_tr_500,U,OOD,none,ordered_per_window,per_sample_auroc,0.7048,0.0566,0.5988,884,,42,2026-08-24T12:11:40
driftlens,TSB-U-OOD_091_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,none,batch_level,batch_auroc,1.0,,,12,,42,2026-08-24T12:14:35
ae_adwin_lstm,TSB-U-OOD_091_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,none,ordered_per_window,per_sample_auroc,0.8266,0.6532,0.6938,403,3.0,42,2026-08-24T12:14:36
tdivdm,TSB-U-OOD_091_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,none,ordered_per_window,per_sample_auroc,0.8923,0.8276,0.7036,403,,42,2026-08-24T12:14:47
driftlens,TSB-U-OOD_092_SEG_2430_145_MSL_id_6_Sensor_tr_530_1st_,U,OOD,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:14:57
ae_adwin_lstm,TSB-U-OOD_092_SEG_2430_145_MSL_id_6_Sensor_tr_530_1st_,U,OOD,none,ordered_per_window,per_sample_auroc,1.0,1.0,0.0,20,3.0,42,2026-08-24T12:14:57
tdivdm,TSB-U-OOD_092_SEG_2430_145_MSL_id_6_Sensor_tr_530_1st_,U,OOD,none,ordered_per_window,per_sample_auroc,0.9643,0.9846,0.1667,20,,42,2026-08-24T12:14:58
driftlens,TSB-U-OOD_094_SEG_10744_096_WSD_id_68_WebService_tr_13,U,OOD,none,batch_level,batch_auroc,1.0,,,8,,42,2026-08-24T12:15:07
ae_adwin_lstm,TSB-U-OOD_094_SEG_10744_096_WSD_id_68_WebService_tr_13,U,OOD,none,ordered_per_window,per_sample_auroc,0.2861,0.8903,1.0,193,5.0,42,2026-08-24T12:15:08
tdivdm,TSB-U-OOD_094_SEG_10744_096_WSD_id_68_WebService_tr_13,U,OOD,none,ordered_per_window,per_sample_auroc,0.4158,0.916,0.8571,193,,42,2026-08-24T12:15:10
driftlens,TSB-U-OOD_095_SEG_17189_049_WSD_id_21_WebService_tr_42,U,OOD,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T12:15:49
ae_adwin_lstm,TSB-U-OOD_095_SEG_17189_049_WSD_id_21_WebService_tr_42,U,OOD,none,ordered_per_window,per_sample_auroc,0.6556,0.4079,0.8182,81,1.0,42,2026-08-24T12:15:50
tdivdm,TSB-U-OOD_095_SEG_17189_049_WSD_id_21_WebService_tr_42,U,OOD,none,ordered_per_window,per_sample_auroc,0.4071,0.1897,1.0,81,,42,2026-08-24T12:15:54
driftlens,TSB-U-OOD_099_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,none,batch_level,batch_auroc,0.8571,,,8,,42,2026-08-24T12:16:27
ae_adwin_lstm,TSB-U-OOD_099_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,none,ordered_per_window,per_sample_auroc,0.4846,0.1119,0.9038,57,0.0,42,2026-08-24T12:16:27
tdivdm,TSB-U-OOD_099_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,none,ordered_per_window,per_sample_auroc,0.8038,0.4567,0.4808,57,,42,2026-08-24T12:16:29
driftlens,TSB-U-OOD_100_SEG_18236_067_WSD_id_39_WebService_tr_45,U,OOD,none,batch_level,batch_auroc,0.3333,,,10,,42,2026-08-24T12:17:42
ae_adwin_lstm,TSB-U-OOD_100_SEG_18236_067_WSD_id_39_WebService_tr_45,U,OOD,none,ordered_per_window,per_sample_auroc,0.5004,0.1835,0.9389,140,2.0,42,2026-08-24T12:17:43
tdivdm,TSB-U-OOD_100_SEG_18236_067_WSD_id_39_WebService_tr_45,U,OOD,none,ordered_per_window,per_sample_auroc,0.7243,0.2016,0.7099,140,,42,2026-08-24T12:17:48
driftlens,TSB-U-STABLE_002_SEG_18236_048_WSD_id_20_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.3333,,,13,,42,2026-08-24T12:18:55
ae_adwin_lstm,TSB-U-STABLE_002_SEG_18236_048_WSD_id_20_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.991,0.8357,0.018,117,0.0,42,2026-08-24T12:18:56
tdivdm,TSB-U-STABLE_002_SEG_18236_048_WSD_id_20_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9805,0.886,0.1171,117,,42,2026-08-24T12:19:00
driftlens,TSB-U-STABLE_003_SEG_1680_580_YAHOO_id_30_WebService_t,U,STABLE,none,batch_level,batch_auroc,,,,0,,42,2026-08-24T12:19:06
ae_adwin_lstm,TSB-U-STABLE_003_SEG_1680_580_YAHOO_id_30_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.66,0.967,1.0,27,,42,2026-08-24T12:19:06
tdivdm,TSB-U-STABLE_003_SEG_1680_580_YAHOO_id_30_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.34,0.9227,1.0,27,,42,2026-08-24T12:19:06
driftlens,TSB-U-STABLE_004_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,none,batch_level,batch_auroc,0.6667,,,4,,42,2026-08-24T12:19:11
ae_adwin_lstm,TSB-U-STABLE_004_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5686,0.9101,1.0,20,,42,2026-08-24T12:19:11
tdivdm,TSB-U-STABLE_004_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3922,0.8432,1.0,20,,42,2026-08-24T12:19:11
driftlens,TSB-U-STABLE_009_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,none,batch_level,batch_auroc,0.5,,,4,,42,2026-08-24T12:19:17
ae_adwin_lstm,TSB-U-STABLE_009_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5119,0.7745,1.0,19,3.0,42,2026-08-24T12:19:17
tdivdm,TSB-U-STABLE_009_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,1.0,1.0,0.0,19,,42,2026-08-24T12:19:18
driftlens,TSB-U-STABLE_010_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,none,batch_level,batch_auroc,1.0,,,2,,42,2026-08-24T12:19:31
ae_adwin_lstm,TSB-U-STABLE_010_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3379,0.634,0.9583,79,1.0,42,2026-08-24T12:19:31
tdivdm,TSB-U-STABLE_010_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5629,0.7266,0.75,79,,42,2026-08-24T12:19:32
driftlens,TSB-U-STABLE_014_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.25,,,4,,42,2026-08-24T12:19:40
ae_adwin_lstm,TSB-U-STABLE_014_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5952,0.8103,1.0,19,7.0,42,2026-08-24T12:19:40
tdivdm,TSB-U-STABLE_014_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6786,0.8445,1.0,19,,42,2026-08-24T12:19:41
driftlens,TSB-U-STABLE_018_SEG_59000_490_UCR_id_188_Medical_tr_1,U,STABLE,none,batch_level,batch_auroc,,,,14,,42,2026-08-24T12:23:55
ae_adwin_lstm,TSB-U-STABLE_018_SEG_59000_490_UCR_id_188_Medical_tr_1,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3579,0.0322,0.9821,462,4.0,42,2026-08-24T12:23:55
tdivdm,TSB-U-STABLE_018_SEG_59000_490_UCR_id_188_Medical_tr_1,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5371,0.0938,0.9596,462,,42,2026-08-24T12:24:11
driftlens,TSB-U-STABLE_021_SEG_10686_032_WSD_id_4_WebService_tr_,U,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T12:24:36
ae_adwin_lstm,TSB-U-STABLE_021_SEG_10686_032_WSD_id_4_WebService_tr_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8188,0.771,0.75,56,3.0,42,2026-08-24T12:24:37
tdivdm,TSB-U-STABLE_021_SEG_10686_032_WSD_id_4_WebService_tr_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7469,0.7199,0.925,56,,42,2026-08-24T12:24:40
driftlens,TSB-U-STABLE_022_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:25:25
ae_adwin_lstm,TSB-U-STABLE_022_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,none,ordered_per_window,per_sample_auroc,0.569,0.4569,0.8621,69,2.0,42,2026-08-24T12:25:25
tdivdm,TSB-U-STABLE_022_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6238,0.4784,0.9655,69,,42,2026-08-24T12:25:27
driftlens,TSB-U-STABLE_024_SEG_1461_622_YAHOO_id_72_WebService_t,U,STABLE,none,batch_level,batch_auroc,0.8,,,6,,42,2026-08-24T12:25:33
ae_adwin_lstm,TSB-U-STABLE_024_SEG_1461_622_YAHOO_id_72_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.2768,0.8535,1.0,32,5.0,42,2026-08-24T12:25:33
tdivdm,TSB-U-STABLE_024_SEG_1461_622_YAHOO_id_72_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6786,0.9444,0.75,32,,42,2026-08-24T12:25:33
driftlens,TSB-U-STABLE_025_SEG_1421_584_YAHOO_id_34_Synthetic_tr,U,STABLE,none,batch_level,batch_auroc,0.0,,,3,,42,2026-08-24T12:25:41
ae_adwin_lstm,TSB-U-STABLE_025_SEG_1421_584_YAHOO_id_34_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6667,0.8567,1.0,15,4.0,42,2026-08-24T12:25:41
tdivdm,TSB-U-STABLE_025_SEG_1421_584_YAHOO_id_34_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5,0.723,1.0,15,,42,2026-08-24T12:25:42
driftlens,TSB-U-STABLE_026_SEG_10028_366_UCR_id_64_Medical_tr_25,U,STABLE,none,batch_level,batch_auroc,1.0,,,6,,42,2026-08-24T12:26:23
ae_adwin_lstm,TSB-U-STABLE_026_SEG_10028_366_UCR_id_64_Medical_tr_25,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8352,0.5528,0.675,91,1.0,42,2026-08-24T12:26:24
tdivdm,TSB-U-STABLE_026_SEG_10028_366_UCR_id_64_Medical_tr_25,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9273,0.8491,0.675,91,,42,2026-08-24T12:26:27
driftlens,TSB-U-STABLE_031_SEG_1421_650_YAHOO_id_100_Synthetic_t,U,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T12:26:34
ae_adwin_lstm,TSB-U-STABLE_031_SEG_1421_650_YAHOO_id_100_Synthetic_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9167,0.9587,0.5,16,3.0,42,2026-08-24T12:26:34
tdivdm,TSB-U-STABLE_031_SEG_1421_650_YAHOO_id_100_Synthetic_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7833,0.8948,0.6667,16,,42,2026-08-24T12:26:35
driftlens,TSB-U-STABLE_032_SEG_23703_212_SMD_id_35_Facility_tr_5,U,STABLE,none,batch_level,batch_auroc,0.4286,,,8,,42,2026-08-24T12:27:55
ae_adwin_lstm,TSB-U-STABLE_032_SEG_23703_212_SMD_id_35_Facility_tr_5,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3619,0.0612,0.9939,179,4.0,42,2026-08-24T12:27:56
tdivdm,TSB-U-STABLE_032_SEG_23703_212_SMD_id_35_Facility_tr_5,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6043,0.1212,0.9152,179,,42,2026-08-24T12:28:01
driftlens,TSB-U-STABLE_033_SEG_1421_635_YAHOO_id_85_Synthetic_tr,U,STABLE,none,batch_level,batch_auroc,0.0,,,3,,42,2026-08-24T12:28:10
ae_adwin_lstm,TSB-U-STABLE_033_SEG_1421_635_YAHOO_id_85_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.463,0.7068,1.0,15,5.0,42,2026-08-24T12:28:10
tdivdm,TSB-U-STABLE_033_SEG_1421_635_YAHOO_id_85_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8519,0.9189,0.6667,15,,42,2026-08-24T12:28:11
driftlens,TSB-U-STABLE_036_SEG_18236_064_WSD_id_36_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.2857,,,8,,42,2026-08-24T12:29:04
ae_adwin_lstm,TSB-U-STABLE_036_SEG_18236_064_WSD_id_36_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6328,0.1153,0.7292,104,3.0,42,2026-08-24T12:29:04
tdivdm,TSB-U-STABLE_036_SEG_18236_064_WSD_id_36_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7747,0.4263,0.5625,104,,42,2026-08-24T12:29:08
driftlens,TSB-U-STABLE_038_SEG_60000_327_UCR_id_25_Medical_tr_15,U,STABLE,none,batch_level,batch_auroc,,,,15,,42,2026-08-24T12:34:08
ae_adwin_lstm,TSB-U-STABLE_038_SEG_60000_327_UCR_id_25_Medical_tr_15,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7258,0.2092,0.7967,499,3.0,42,2026-08-24T12:34:08
tdivdm,TSB-U-STABLE_038_SEG_60000_327_UCR_id_25_Medical_tr_15,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6992,0.1459,0.8942,499,,42,2026-08-24T12:34:24
driftlens,TSB-U-STABLE_039_SEG_1680_649_YAHOO_id_99_WebService_t,U,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:34:33
ae_adwin_lstm,TSB-U-STABLE_039_SEG_1680_649_YAHOO_id_99_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8688,0.9164,0.5385,30,0.0,42,2026-08-24T12:34:33
tdivdm,TSB-U-STABLE_039_SEG_1680_649_YAHOO_id_99_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,1.0,1.0,0.0,30,,42,2026-08-24T12:34:34
driftlens,TSB-U-STABLE_042_SEG_1680_637_YAHOO_id_87_WebService_t,U,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:34:40
ae_adwin_lstm,TSB-U-STABLE_042_SEG_1680_637_YAHOO_id_87_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.807,0.9647,0.6667,22,,42,2026-08-24T12:34:40
tdivdm,TSB-U-STABLE_042_SEG_1680_637_YAHOO_id_87_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5439,0.9062,1.0,22,,42,2026-08-24T12:34:41
driftlens,TSB-U-STABLE_044_SEG_18179_093_WSD_id_65_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T12:34:50
ae_adwin_lstm,TSB-U-STABLE_044_SEG_18179_093_WSD_id_65_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.2024,0.7009,1.0,54,7.0,42,2026-08-24T12:34:51
tdivdm,TSB-U-STABLE_044_SEG_18179_093_WSD_id_65_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7401,0.917,0.75,54,,42,2026-08-24T12:34:51
driftlens,TSB-U-STABLE_045_SEG_18302_066_WSD_id_38_WebService_tr,U,STABLE,none,batch_level,batch_auroc,1.0,,,2,,42,2026-08-24T12:35:09
ae_adwin_lstm,TSB-U-STABLE_045_SEG_18302_066_WSD_id_38_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3884,0.5588,0.9375,81,8.0,42,2026-08-24T12:35:09
tdivdm,TSB-U-STABLE_045_SEG_18302_066_WSD_id_38_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6511,0.7404,0.9062,81,,42,2026-08-24T12:35:11
driftlens,TSB-U-STABLE_046_SEG_1421_552_YAHOO_id_2_Synthetic_tr_,U,STABLE,none,batch_level,batch_auroc,0.5,,,4,,42,2026-08-24T12:35:17
ae_adwin_lstm,TSB-U-STABLE_046_SEG_1421_552_YAHOO_id_2_Synthetic_tr_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4844,0.6975,1.0,16,4.0,42,2026-08-24T12:35:18
tdivdm,TSB-U-STABLE_046_SEG_1421_552_YAHOO_id_2_Synthetic_tr_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.2031,0.3975,1.0,16,,42,2026-08-24T12:35:18
driftlens,TSB-U-STABLE_048_SEG_15736_111_WSD_id_83_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.6667,,,4,,42,2026-08-24T12:35:55
ae_adwin_lstm,TSB-U-STABLE_048_SEG_15736_111_WSD_id_83_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5671,0.4184,0.9718,86,0.0,42,2026-08-24T12:35:55
tdivdm,TSB-U-STABLE_048_SEG_15736_111_WSD_id_83_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6376,0.4839,0.9437,86,,42,2026-08-24T12:35:58
driftlens,TSB-U-STABLE_049_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T12:36:05
ae_adwin_lstm,TSB-U-STABLE_049_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3886,0.8154,1.0,32,7.0,42,2026-08-24T12:36:05
tdivdm,TSB-U-STABLE_049_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.48,0.7901,1.0,32,,42,2026-08-24T12:36:06
driftlens,TSB-U-STABLE_050_SEG_89155_266_IOPS_id_7_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.0625,,,17,,42,2026-08-24T12:36:26
ae_adwin_lstm,TSB-U-STABLE_050_SEG_89155_266_IOPS_id_7_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4287,0.9325,1.0,560,1.0,42,2026-08-24T12:36:27
tdivdm,TSB-U-STABLE_050_SEG_89155_266_IOPS_id_7_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4043,0.9215,0.9744,560,,42,2026-08-24T12:36:37
driftlens,TSB-U-STABLE_053_SEG_1680_716_YAHOO_id_166_WebService_,U,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:36:43
ae_adwin_lstm,TSB-U-STABLE_053_SEG_1680_716_YAHOO_id_166_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6242,0.9276,0.8,38,25.0,42,2026-08-24T12:36:43
tdivdm,TSB-U-STABLE_053_SEG_1680_716_YAHOO_id_166_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6788,0.9403,0.6,38,,42,2026-08-24T12:36:43
driftlens,TSB-U-STABLE_054_SEG_1421_639_YAHOO_id_89_Synthetic_tr,U,STABLE,none,batch_level,batch_auroc,0.0,,,3,,42,2026-08-24T12:36:51
ae_adwin_lstm,TSB-U-STABLE_054_SEG_1421_639_YAHOO_id_89_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5312,0.5521,1.0,12,1.0,42,2026-08-24T12:36:51
tdivdm,TSB-U-STABLE_054_SEG_1421_639_YAHOO_id_89_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4688,0.5076,0.875,12,,42,2026-08-24T12:36:52
driftlens,TSB-U-STABLE_055_SEG_10001_374_UCR_id_72_Medical_tr_25,U,STABLE,none,batch_level,batch_auroc,1.0,,,6,,42,2026-08-24T12:37:25
ae_adwin_lstm,TSB-U-STABLE_055_SEG_10001_374_UCR_id_72_Medical_tr_25,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6098,0.5733,0.9848,74,3.0,42,2026-08-24T12:37:25
tdivdm,TSB-U-STABLE_055_SEG_10001_374_UCR_id_72_Medical_tr_25,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7348,0.5959,0.8485,74,,42,2026-08-24T12:37:27
driftlens,TSB-U-STABLE_058_SEG_298340_455_UCR_id_153_Facility_tr,U,STABLE,none,batch_level,batch_auroc,0.1875,,,49,,42,2026-08-24T12:50:46
ae_adwin_lstm,TSB-U-STABLE_058_SEG_298340_455_UCR_id_153_Facility_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5226,0.0342,0.9974,1579,3.0,42,2026-08-24T12:50:50
