method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
driftlens,TSB-M-DRIFT_038_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.8824,,,53,,42,2026-08-25T10:09:16
ae_adwin_lstm,TSB-M-DRIFT_038_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7601,0.8694,0.8185,849,3.0,42,2026-08-25T10:09:18
tdivdm,TSB-M-DRIFT_038_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9002,0.9588,0.637,849,,42,2026-08-25T10:09:28
driftlens,TSB-M-DRIFT_039_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,batch_level,batch_auroc,1.0,,,51,,42,2026-08-25T10:09:39
ae_adwin_lstm,TSB-M-DRIFT_039_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.1758,0.9537,1.0,829,3.0,42,2026-08-25T10:09:41
tdivdm,TSB-M-DRIFT_039_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8039,0.994,0.6667,829,,42,2026-08-25T10:09:44
driftlens,TSB-M-DRIFT_040_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,batch_level,batch_auroc,0.8566,,,58,,42,2026-08-25T10:10:22
ae_adwin_lstm,TSB-M-DRIFT_040_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.2759,0.8586,0.9863,940,3.0,42,2026-08-25T10:10:25
tdivdm,TSB-M-DRIFT_040_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7551,0.9742,0.8356,940,,42,2026-08-25T10:10:32
driftlens,TSB-M-DRIFT_041_SEG_150000_025_MITDB_id_7_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.3501,,,55,,42,2026-08-25T10:13:53
ae_adwin_lstm,TSB-M-DRIFT_041_SEG_150000_025_MITDB_id_7_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8322,0.8548,0.7362,895,7.0,42,2026-08-25T10:13:55
tdivdm,TSB-M-DRIFT_041_SEG_150000_025_MITDB_id_7_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9364,0.9555,0.4149,895,,42,2026-08-25T10:14:09
driftlens,TSB-M-DRIFT_043_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.8915,,,62,,42,2026-08-25T10:16:52
ae_adwin_lstm,TSB-M-DRIFT_043_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7969,0.9138,0.7741,1000,3.0,42,2026-08-25T10:16:54
tdivdm,TSB-M-DRIFT_043_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9203,0.9733,0.5852,1000,,42,2026-08-25T10:17:06
driftlens,TSB-M-DRIFT_053_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.9445,,,52,,42,2026-08-25T10:19:36
ae_adwin_lstm,TSB-M-DRIFT_053_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.4887,0.6856,0.9853,845,2.0,42,2026-08-25T10:19:38
tdivdm,TSB-M-DRIFT_053_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6919,0.8348,0.8828,845,,42,2026-08-25T10:19:51
driftlens,TSB-M-DRIFT_054_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.7435,,,53,,42,2026-08-25T10:24:16
ae_adwin_lstm,TSB-M-DRIFT_054_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5392,0.475,0.9112,859,1.0,42,2026-08-25T10:24:19
tdivdm,TSB-M-DRIFT_054_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6656,0.587,0.7686,859,,42,2026-08-25T10:24:34
driftlens,TSB-M-DRIFT_057_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.7982,,,75,,42,2026-08-25T10:27:17
ae_adwin_lstm,TSB-M-DRIFT_057_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6866,0.8707,0.8296,1215,3.0,42,2026-08-25T10:27:19
tdivdm,TSB-M-DRIFT_057_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9289,0.9804,0.5481,1215,,42,2026-08-25T10:27:32
driftlens,TSB-M-DRIFT_058_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.7359,,,86,,42,2026-08-25T10:28:58
ae_adwin_lstm,TSB-M-DRIFT_058_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.3774,0.8623,0.9792,1386,6.0,42,2026-08-25T10:29:00
tdivdm,TSB-M-DRIFT_058_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7775,0.9623,0.7569,1386,,42,2026-08-25T10:29:06
driftlens,TSB-M-DRIFT_060_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.2482,,,64,,42,2026-08-25T10:32:03
ae_adwin_lstm,TSB-M-DRIFT_060_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6927,0.7862,0.8589,1031,6.0,42,2026-08-25T10:32:06
tdivdm,TSB-M-DRIFT_060_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6702,0.7602,0.8741,1031,,42,2026-08-25T10:32:18
driftlens,TSB-M-DRIFT_061_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.8353,,,57,,42,2026-08-25T10:35:01
ae_adwin_lstm,TSB-M-DRIFT_061_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.4931,0.7245,0.9707,919,2.0,42,2026-08-25T10:35:03
tdivdm,TSB-M-DRIFT_061_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7828,0.8987,0.7546,919,,42,2026-08-25T10:35:12
driftlens,TSB-M-DRIFT_062_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.6623,,,70,,42,2026-08-25T10:37:51
ae_adwin_lstm,TSB-M-DRIFT_062_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5306,0.7226,0.9247,1134,2.0,42,2026-08-25T10:37:54
tdivdm,TSB-M-DRIFT_062_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.671,0.8138,0.9032,1134,,42,2026-08-25T10:38:06
driftlens,TSB-M-DRIFT_065_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.3528,,,86,,42,2026-08-25T10:41:09
ae_adwin_lstm,TSB-M-DRIFT_065_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7194,0.8639,0.8287,1389,6.0,42,2026-08-25T10:41:12
tdivdm,TSB-M-DRIFT_065_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7584,0.895,0.8161,1389,,42,2026-08-25T10:41:28
driftlens,TSB-M-DRIFT_066_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.6834,,,62,,42,2026-08-25T10:44:25
ae_adwin_lstm,TSB-M-DRIFT_066_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5203,0.7766,0.9724,993,0.0,42,2026-08-25T10:44:28
tdivdm,TSB-M-DRIFT_066_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8206,0.932,0.7441,993,,42,2026-08-25T10:44:42
driftlens,TSB-M-DRIFT_067_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.8625,,,31,,42,2026-08-25T10:46:58
ae_adwin_lstm,TSB-M-DRIFT_067_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5383,0.5463,0.9429,510,6.0,42,2026-08-25T10:47:00
tdivdm,TSB-M-DRIFT_067_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7394,0.7372,0.8122,510,,42,2026-08-25T10:47:08
driftlens,TSB-M-DRIFT_069_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.8027,,,75,,42,2026-08-25T10:50:09
ae_adwin_lstm,TSB-M-DRIFT_069_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6295,0.8003,0.8468,1210,2.0,42,2026-08-25T10:50:11
tdivdm,TSB-M-DRIFT_069_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8366,0.9294,0.7876,1210,,42,2026-08-25T10:50:21
driftlens,TSB-M-DRIFT_070_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.5556,,,52,,42,2026-08-25T10:51:07
ae_adwin_lstm,TSB-M-DRIFT_070_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5675,0.7561,0.9646,845,0.0,42,2026-08-25T10:51:08
tdivdm,TSB-M-DRIFT_070_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7636,0.8924,0.811,845,,42,2026-08-25T10:51:11
driftlens,TSB-M-DRIFT_071_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.4706,,,18,,42,2026-08-25T10:52:08
ae_adwin_lstm,TSB-M-DRIFT_071_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8614,0.5073,0.6777,293,2.0,42,2026-08-25T10:52:08
tdivdm,TSB-M-DRIFT_071_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8016,0.5588,0.9377,293,,42,2026-08-25T10:52:13
driftlens,TSB-M-DRIFT_072_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,batch_level,batch_auroc,0.9375,,,21,,42,2026-08-25T10:52:36
ae_adwin_lstm,TSB-M-DRIFT_072_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.2959,0.6987,1.0,343,3.0,42,2026-08-25T10:52:37
tdivdm,TSB-M-DRIFT_072_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5043,0.8077,0.9315,343,,42,2026-08-25T10:52:39
driftlens,TSB-M-DRIFT_074_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.6667,,,30,,42,2026-08-25T10:53:52
ae_adwin_lstm,TSB-M-DRIFT_074_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7999,0.8058,0.702,486,6.0,42,2026-08-25T10:53:53
tdivdm,TSB-M-DRIFT_074_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9211,0.9417,0.6245,486,,42,2026-08-25T10:53:57
driftlens,TSB-M-DRIFT_077_SEG_100000_027_MITDB_id_9_Medical_tr_2,M,DRIFT,none,batch_level,batch_auroc,0.7698,,,68,,42,2026-08-25T10:55:27
ae_adwin_lstm,TSB-M-DRIFT_077_SEG_100000_027_MITDB_id_9_Medical_tr_2,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.607,0.8243,0.8571,1101,7.0,42,2026-08-25T10:55:28
tdivdm,TSB-M-DRIFT_077_SEG_100000_027_MITDB_id_9_Medical_tr_2,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9884,0.9968,0.049,1101,,42,2026-08-25T10:55:34
driftlens,TSB-M-DRIFT_078_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.8308,,,88,,42,2026-08-25T10:57:25
ae_adwin_lstm,TSB-M-DRIFT_078_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5437,0.7809,0.922,1416,2.0,42,2026-08-25T10:57:27
tdivdm,TSB-M-DRIFT_078_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8597,0.9493,0.7043,1416,,42,2026-08-25T10:57:36
driftlens,TSB-M-DRIFT_079_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.5595,,,66,,42,2026-08-25T10:58:20
ae_adwin_lstm,TSB-M-DRIFT_079_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.4979,0.869,0.9375,1056,6.0,42,2026-08-25T10:58:22
tdivdm,TSB-M-DRIFT_079_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7511,0.9496,0.7917,1056,,42,2026-08-25T10:58:26
driftlens,TSB-M-DRIFT_081_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.4625,,,46,,42,2026-08-25T10:59:13
ae_adwin_lstm,TSB-M-DRIFT_081_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5666,0.8527,0.9375,749,6.0,42,2026-08-25T10:59:13
tdivdm,TSB-M-DRIFT_081_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7211,0.9185,0.7986,749,,42,2026-08-25T10:59:18
driftlens,TSB-M-DRIFT_083_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.5268,,,44,,42,2026-08-25T11:00:50
ae_adwin_lstm,TSB-M-DRIFT_083_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6005,0.7326,0.9606,713,0.0,42,2026-08-25T11:00:51
tdivdm,TSB-M-DRIFT_083_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7602,0.8556,0.8425,713,,42,2026-08-25T11:00:56
driftlens,TSB-M-DRIFT_084_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.9412,,,19,,42,2026-08-25T11:02:25
ae_adwin_lstm,TSB-M-DRIFT_084_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7967,0.3876,0.6777,307,2.0,42,2026-08-25T11:02:25
tdivdm,TSB-M-DRIFT_084_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8369,0.5986,0.9377,307,,42,2026-08-25T11:02:30
driftlens,TSB-M-DRIFT_088_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,batch_level,batch_auroc,1.0,,,53,,42,2026-08-25T11:02:38
ae_adwin_lstm,TSB-M-DRIFT_088_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.2031,0.958,1.0,856,3.0,42,2026-08-25T11:02:39
tdivdm,TSB-M-DRIFT_088_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8504,0.996,0.6667,856,,42,2026-08-25T11:02:41
driftlens,TSB-M-DRIFT_089_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.8095,,,38,,42,2026-08-25T11:04:03
ae_adwin_lstm,TSB-M-DRIFT_089_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7298,0.8164,0.8778,611,3.0,42,2026-08-25T11:04:04
tdivdm,TSB-M-DRIFT_089_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8238,0.8821,0.6741,611,,42,2026-08-25T11:04:09
driftlens,TSB-M-DRIFT_091_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,batch_level,batch_auroc,0.7091,,,16,,42,2026-08-25T11:04:36
ae_adwin_lstm,TSB-M-DRIFT_091_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6164,0.8221,0.8493,259,3.0,42,2026-08-25T11:04:36
tdivdm,TSB-M-DRIFT_091_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7707,0.8926,0.7945,259,,42,2026-08-25T11:04:38
driftlens,TSB-M-DRIFT_094_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,batch_level,batch_auroc,1.0,,,28,,42,2026-08-25T11:04:45
ae_adwin_lstm,TSB-M-DRIFT_094_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.2708,0.9347,1.0,451,3.0,42,2026-08-25T11:04:46
tdivdm,TSB-M-DRIFT_094_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8073,0.9899,0.8333,451,,42,2026-08-25T11:04:47
driftlens,TSB-M-DRIFT_095_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.9095,,,30,,42,2026-08-25T11:06:10
ae_adwin_lstm,TSB-M-DRIFT_095_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.4937,0.5135,0.9963,487,2.0,42,2026-08-25T11:06:11
tdivdm,TSB-M-DRIFT_095_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7205,0.735,0.8388,487,,42,2026-08-25T11:06:16
driftlens,TSB-M-DRIFT_096_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,batch_level,batch_auroc,0.6,,,6,,42,2026-08-25T11:06:40
ae_adwin_lstm,TSB-M-DRIFT_096_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6425,0.4619,0.8356,103,3.0,42,2026-08-25T11:06:40
tdivdm,TSB-M-DRIFT_096_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7817,0.7031,0.726,103,,42,2026-08-25T11:06:42
driftlens,TSB-M-DRIFT_097_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.3036,,,81,,42,2026-08-25T11:08:36
ae_adwin_lstm,TSB-M-DRIFT_097_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7034,0.8401,0.8388,1299,6.0,42,2026-08-25T11:08:38
tdivdm,TSB-M-DRIFT_097_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7432,0.8771,0.8161,1299,,42,2026-08-25T11:08:47
driftlens,TSB-M-DRIFT_099_SEG_150000_025_MITDB_id_7_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.6673,,,66,,42,2026-08-25T11:10:48
ae_adwin_lstm,TSB-M-DRIFT_099_SEG_150000_025_MITDB_id_7_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7321,0.7937,0.7818,1056,7.0,42,2026-08-25T11:10:49
tdivdm,TSB-M-DRIFT_099_SEG_150000_025_MITDB_id_7_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9498,0.973,0.3885,1056,,42,2026-08-25T11:10:57
driftlens,TSB-M-DRIFT_100_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.8187,,,87,,42,2026-08-25T11:13:47
ae_adwin_lstm,TSB-M-DRIFT_100_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.4821,0.6295,0.8926,1407,1.0,42,2026-08-25T11:13:49
tdivdm,TSB-M-DRIFT_100_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7543,0.831,0.6736,1407,,42,2026-08-25T11:14:00
driftlens,TSB-M-OOD_002_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,batch_level,batch_auroc,0.3333,,,8,,42,2026-08-25T11:14:28
ae_adwin_lstm,TSB-M-OOD_002_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.4986,0.4935,1.0,131,10.0,42,2026-08-25T11:14:29
tdivdm,TSB-M-OOD_002_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.8186,0.8165,0.8493,131,,42,2026-08-25T11:14:30
driftlens,TSB-M-OOD_003_SEG_200001_048_GHL_id_17_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.2822,,,65,,42,2026-08-25T11:18:08
ae_adwin_lstm,TSB-M-OOD_003_SEG_200001_048_GHL_id_17_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5785,0.3996,0.8573,1055,17.0,42,2026-08-25T11:18:10
tdivdm,TSB-M-OOD_003_SEG_200001_048_GHL_id_17_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.9396,0.8673,0.1801,1055,,42,2026-08-25T11:18:23
driftlens,TSB-M-OOD_005_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.4467,,,43,,42,2026-08-25T11:20:33
ae_adwin_lstm,TSB-M-OOD_005_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5692,0.4889,0.7719,700,7.0,42,2026-08-25T11:20:35
tdivdm,TSB-M-OOD_005_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8945,0.8795,0.4987,700,,42,2026-08-25T11:20:43
driftlens,TSB-M-OOD_006_SEG_200001_038_GHL_id_7_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1034,,,48,,42,2026-08-25T11:23:08
ae_adwin_lstm,TSB-M-OOD_006_SEG_200001_038_GHL_id_7_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.6946,0.592,0.7335,768,1.0,42,2026-08-25T11:23:09
tdivdm,TSB-M-OOD_006_SEG_200001_038_GHL_id_7_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.5584,0.3794,0.678,768,,42,2026-08-25T11:23:18
driftlens,TSB-M-OOD_011_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,batch_level,batch_auroc,0.3333,,,8,,42,2026-08-25T11:23:43
ae_adwin_lstm,TSB-M-OOD_011_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.4986,0.4935,1.0,131,10.0,42,2026-08-25T11:23:44
tdivdm,TSB-M-OOD_011_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.8186,0.8165,0.8493,131,,42,2026-08-25T11:23:45
driftlens,TSB-M-OOD_012_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1579,,,37,,42,2026-08-25T11:25:27
ae_adwin_lstm,TSB-M-OOD_012_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.8083,0.7411,0.4197,607,1.0,42,2026-08-25T11:25:28
tdivdm,TSB-M-OOD_012_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.9214,0.9436,0.8,607,,42,2026-08-25T11:25:33
driftlens,TSB-M-OOD_015_SEG_200001_046_GHL_id_15_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.0857,,,64,,42,2026-08-25T11:29:13
ae_adwin_lstm,TSB-M-OOD_015_SEG_200001_046_GHL_id_15_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7182,0.508,0.7367,1024,4.0,42,2026-08-25T11:29:15
tdivdm,TSB-M-OOD_015_SEG_200001_046_GHL_id_15_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8451,0.631,0.4707,1024,,42,2026-08-25T11:29:28
driftlens,TSB-M-OOD_017_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7207,,,69,,42,2026-08-25T11:33:04
ae_adwin_lstm,TSB-M-OOD_017_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5579,0.5268,0.9475,1105,5.0,42,2026-08-25T11:33:06
tdivdm,TSB-M-OOD_017_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4752,0.4373,0.9327,1105,,42,2026-08-25T11:33:22
driftlens,TSB-M-OOD_018_SEG_200001_048_GHL_id_17_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.2822,,,65,,42,2026-08-25T11:38:14
ae_adwin_lstm,TSB-M-OOD_018_SEG_200001_048_GHL_id_17_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5785,0.3996,0.8573,1055,17.0,42,2026-08-25T11:38:16
tdivdm,TSB-M-OOD_018_SEG_200001_048_GHL_id_17_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.9396,0.8673,0.1801,1055,,42,2026-08-25T11:38:33
driftlens,TSB-M-OOD_019_SEG_200001_036_GHL_id_5_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.075,,,38,,42,2026-08-25T11:40:44
